timestamp,alert_type,severity,description,zone_name,object_id,duration_seconds,resolved,resolved_at
2026-01-14 13:58:36.017150,unattended_station,high,Counter unattended for 0.0s,Counter,,0.0,False,
2026-01-14 13:58:36.018440,unattended_station,high,Table unattended for 0.0s,Table,,0.0,False,
2026-01-14 13:58:36.019186,unattended_station,high,Entrance unattended for 0.0s,Entrance,,0.0,False,
2026-01-14 13:58:36.262725,rapid_motion,high,Rapid motion detected: 45.2%,,,0.0,False,
2026-01-14 13:58:36.366549,rapid_motion,high,Rapid motion detected: 93.0%,,,0.0,False,
2026-01-14 13:58:36.649200,rapid_motion,high,Rapid motion detected: 99.1%,,,0.0,False,
2026-01-14 13:58:36.749827,rapid_motion,high,Rapid motion detected: 42.1%,,,0.0,False,
2026-01-14 13:58:37.703620,rapid_motion,high,Rapid motion detected: 8.5%,,,0.0,False,
2026-01-14 13:58:37.756764,rapid_motion,high,Rapid motion detected: 8.5%,,,0.0,False,
2026-01-14 13:58:37.811259,rapid_motion,high,Rapid motion detected: 13.4%,,,0.0,False,
2026-01-14 13:58:37.888203,rapid_motion,high,Rapid motion detected: 15.6%,,,0.0,False,
2026-01-14 13:58:37.928116,rapid_motion,high,Rapid motion detected: 15.4%,,,0.0,False,
2026-01-14 13:58:37.962693,rapid_motion,high,Rapid motion detected: 14.5%,,,0.0,False,
2026-01-14 13:58:38.000735,rapid_motion,high,Rapid motion detected: 12.5%,,,0.0,False,
2026-01-14 13:58:39.009534,unattended_station,high,Entrance unattended for 0.0s,Entrance,,0.0,False,
2026-01-14 13:59:17.660219,rapid_motion,high,Rapid motion detected: 79.0%,,,0.0,False,
2026-01-14 13:59:17.697491,rapid_motion,high,Rapid motion detected: 79.0%,,,0.0,False,
2026-01-14 13:59:17.730029,rapid_motion,high,Rapid motion detected: 79.0%,,,0.0,False,
2026-01-14 13:59:17.985170,rapid_motion,high,Rapid motion detected: 86.7%,,,0.0,False,
2026-01-14 13:59:18.016204,rapid_motion,high,Rapid motion detected: 86.7%,,,0.0,False,
2026-01-14 13:59:18.057418,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.097396,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.125183,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.172707,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.210102,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.235166,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.263332,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.291603,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.319453,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.344897,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:18.383459,rapid_motion,high,Rapid motion detected: 40.1%,,,0.0,False,
2026-01-14 13:59:18.415834,rapid_motion,high,Rapid motion detected: 40.1%,,,0.0,False,
2026-01-14 13:59:18.596669,rapid_motion,high,Rapid motion detected: 5.8%,,,0.0,False,
2026-01-14 13:59:18.630620,rapid_motion,high,Rapid motion detected: 5.8%,,,0.0,False,
2026-01-14 13:59:18.667611,rapid_motion,high,Rapid motion detected: 5.8%,,,0.0,False,
2026-01-14 13:59:18.835416,rapid_motion,high,Rapid motion detected: 7.1%,,,0.0,False,
2026-01-14 13:59:18.870451,rapid_motion,high,Rapid motion detected: 7.1%,,,0.0,False,
2026-01-14 13:59:18.902830,rapid_motion,high,Rapid motion detected: 84.1%,,,0.0,False,
2026-01-14 13:59:18.980494,rapid_motion,high,Rapid motion detected: 99.4%,,,0.0,False,
2026-01-14 13:59:19.010254,rapid_motion,high,Rapid motion detected: 99.4%,,,0.0,False,
2026-01-14 13:59:19.038728,rapid_motion,high,Rapid motion detected: 99.4%,,,0.0,False,
2026-01-14 13:59:19.070734,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:19.100599,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:19.128965,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:19.164772,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:19.191160,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:19.914171,unattended_station,high,Entrance unattended for 0.0s,Entrance,,0.0,False,
2026-01-14 13:59:24.492860,rapid_motion,high,Rapid motion detected: 75.2%,,,0.0,False,
2026-01-14 13:59:24.532997,rapid_motion,high,Rapid motion detected: 75.2%,,,0.0,False,
2026-01-14 13:59:24.568488,rapid_motion,high,Rapid motion detected: 75.2%,,,0.0,False,
2026-01-14 13:59:24.621129,rapid_motion,high,Rapid motion detected: 73.8%,,,0.0,False,
2026-01-14 13:59:24.652517,rapid_motion,high,Rapid motion detected: 73.8%,,,0.0,False,
2026-01-14 13:59:24.695845,rapid_motion,high,Rapid motion detected: 73.8%,,,0.0,False,
2026-01-14 13:59:24.742482,rapid_motion,high,Rapid motion detected: 72.9%,,,0.0,False,
2026-01-14 13:59:24.799192,rapid_motion,high,Rapid motion detected: 58.4%,,,0.0,False,
2026-01-14 13:59:24.850754,rapid_motion,high,Rapid motion detected: 58.4%,,,0.0,False,
2026-01-14 13:59:24.899551,rapid_motion,high,Rapid motion detected: 26.1%,,,0.0,False,
2026-01-14 13:59:24.934872,rapid_motion,high,Rapid motion detected: 26.1%,,,0.0,False,
2026-01-14 13:59:24.980698,rapid_motion,high,Rapid motion detected: 26.1%,,,0.0,False,
2026-01-14 13:59:25.995962,unattended_station,high,Entrance unattended for 0.0s,Entrance,,0.0,False,
2026-01-14 13:59:30.536859,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:30.566825,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:30.594684,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:30.626991,rapid_motion,high,Rapid motion detected: 98.3%,,,0.0,False,
2026-01-14 13:59:30.665161,rapid_motion,high,Rapid motion detected: 98.3%,,,0.0,False,
2026-01-14 13:59:30.695236,rapid_motion,high,Rapid motion detected: 98.3%,,,0.0,False,
2026-01-14 13:59:30.728079,rapid_motion,high,Rapid motion detected: 98.5%,,,0.0,False,
2026-01-14 13:59:30.760841,rapid_motion,high,Rapid motion detected: 98.5%,,,0.0,False,
2026-01-14 13:59:30.789639,rapid_motion,high,Rapid motion detected: 98.5%,,,0.0,False,
2026-01-14 13:59:30.827557,rapid_motion,high,Rapid motion detected: 98.1%,,,0.0,False,
2026-01-14 13:59:30.854807,rapid_motion,high,Rapid motion detected: 98.1%,,,0.0,False,
2026-01-14 13:59:30.881541,rapid_motion,high,Rapid motion detected: 98.1%,,,0.0,False,
2026-01-14 13:59:30.927548,rapid_motion,high,Rapid motion detected: 98.0%,,,0.0,False,
2026-01-14 13:59:30.953268,rapid_motion,high,Rapid motion detected: 98.0%,,,0.0,False,
2026-01-14 13:59:30.985555,rapid_motion,high,Rapid motion detected: 98.0%,,,0.0,False,
2026-01-14 13:59:31.014595,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.034542,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.074461,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.101828,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:31.132145,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:31.164022,rapid_motion,high,Rapid motion detected: 99.5%,,,0.0,False,
2026-01-14 13:59:31.202723,rapid_motion,high,Rapid motion detected: 99.5%,,,0.0,False,
2026-01-14 13:59:31.232904,rapid_motion,high,Rapid motion detected: 99.2%,,,0.0,False,
2026-01-14 13:59:31.260293,rapid_motion,high,Rapid motion detected: 99.2%,,,0.0,False,
2026-01-14 13:59:31.289015,rapid_motion,high,Rapid motion detected: 99.1%,,,0.0,False,
2026-01-14 13:59:31.320389,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.358159,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.392838,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.424566,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.454641,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.483657,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.519695,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.548568,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:31.593997,rapid_motion,high,Rapid motion detected: 98.9%,,,0.0,False,
2026-01-14 13:59:31.624316,rapid_motion,high,Rapid motion detected: 99.1%,,,0.0,False,
2026-01-14 13:59:31.654319,rapid_motion,high,Rapid motion detected: 99.1%,,,0.0,False,
2026-01-14 13:59:31.681747,rapid_motion,high,Rapid motion detected: 99.2%,,,0.0,False,
2026-01-14 13:59:31.706949,rapid_motion,high,Rapid motion detected: 99.5%,,,0.0,False,
2026-01-14 13:59:31.745976,rapid_motion,high,Rapid motion detected: 99.6%,,,0.0,False,
2026-01-14 13:59:31.776283,rapid_motion,high,Rapid motion detected: 99.3%,,,0.0,False,
2026-01-14 13:59:31.815741,rapid_motion,high,Rapid motion detected: 99.4%,,,0.0,False,
2026-01-14 13:59:31.849730,rapid_motion,high,Rapid motion detected: 99.3%,,,0.0,False,
2026-01-14 13:59:31.879966,rapid_motion,high,Rapid motion detected: 99.2%,,,0.0,False,
2026-01-14 13:59:31.914942,rapid_motion,high,Rapid motion detected: 99.3%,,,0.0,False,
2026-01-14 13:59:31.942787,rapid_motion,high,Rapid motion detected: 99.4%,,,0.0,False,
2026-01-14 13:59:31.969898,rapid_motion,high,Rapid motion detected: 99.3%,,,0.0,False,
2026-01-14 13:59:32.003591,rapid_motion,high,Rapid motion detected: 99.0%,,,0.0,False,
2026-01-14 13:59:32.033024,rapid_motion,high,Rapid motion detected: 99.2%,,,0.0,False,
2026-01-14 13:59:32.064286,rapid_motion,high,Rapid motion detected: 99.3%,,,0.0,False,
2026-01-14 13:59:32.095235,rapid_motion,high,Rapid motion detected: 99.3%,,,0.0,False,
2026-01-14 13:59:32.128504,rapid_motion,high,Rapid motion detected: 99.4%,,,0.0,False,
