timestamp,motion_score,motion_percentage,rapid_motion,num_regions,frame_number
2026-01-14 13:58:36.015922,0.0,0.0,False,0,0
2026-01-14 13:58:36.059061,0.0,0.0,False,0,1
2026-01-14 13:58:36.081054,0.0,0.0,False,0,2
2026-01-14 13:58:36.103263,0.0,0.0,False,0,3
2026-01-14 13:58:36.186883,0.0,0.0,False,0,4
2026-01-14 13:58:36.204542,0.0,0.0,False,0,5
2026-01-14 13:58:36.261808,0.45184407552083333,45.184407552083336,True,102,6
2026-01-14 13:58:36.326647,0.0,0.0,False,0,7
2026-01-14 13:58:36.365329,0.929921875,92.9921875,True,5,8
2026-01-14 13:58:36.395407,0.0,0.0,False,0,9
2026-01-14 13:58:36.431372,0.009256184895833333,0.9256184895833334,False,17,10
2026-01-14 13:58:36.453570,0.009256184895833333,0.9256184895833334,False,17,11
2026-01-14 13:58:36.473931,0.0,0.0,False,0,12
2026-01-14 13:58:36.489295,0.0,0.0,False,0,13
2026-01-14 13:58:36.507459,0.0,0.0,False,0,14
2026-01-14 13:58:36.588931,0.0,0.0,False,0,15
2026-01-14 13:58:36.616294,0.0,0.0,False,0,16
2026-01-14 13:58:36.648465,0.9908756510416666,99.08756510416666,True,1,17
2026-01-14 13:58:36.688810,0.0,0.0,False,0,18
2026-01-14 13:58:36.719046,0.0,0.0,False,0,19
2026-01-14 13:58:36.748831,0.42089192708333334,42.089192708333336,True,104,20
2026-01-14 13:58:36.799226,0.0,0.0,False,0,21
2026-01-14 13:58:36.824678,0.0,0.0,False,0,22
2026-01-14 13:58:36.854048,0.0,0.0,False,0,23
2026-01-14 13:58:36.889245,0.0,0.0,False,0,24
2026-01-14 13:58:36.907587,0.0,0.0,False,0,25
2026-01-14 13:58:36.934938,0.0,0.0,False,0,26
2026-01-14 13:58:36.984911,0.0,0.0,False,0,27
2026-01-14 13:58:37.011937,0.0,0.0,False,0,28
2026-01-14 13:58:37.044812,0.0,0.0,False,0,29
2026-01-14 13:58:37.085527,0.0007112630208333334,0.07112630208333334,False,2,30
2026-01-14 13:58:37.119262,0.0007112630208333334,0.07112630208333334,False,2,31
2026-01-14 13:58:37.145526,0.005222981770833334,0.5222981770833334,False,10,32
2026-01-14 13:58:37.206857,0.0011848958333333334,0.11848958333333334,False,2,33
2026-01-14 13:58:37.228773,0.001162109375,0.1162109375,False,2,34
2026-01-14 13:58:37.250317,0.0033870442708333333,0.3387044270833333,False,7,35
2026-01-14 13:58:37.293513,0.0003271484375,0.03271484375,False,1,36
2026-01-14 13:58:37.316492,0.0003271484375,0.03271484375,False,1,37
2026-01-14 13:58:37.344701,0.0010563151041666668,0.10563151041666667,False,3,38
2026-01-14 13:58:37.389085,0.0037109375,0.37109375,False,8,39
2026-01-14 13:58:37.415496,0.0,0.0,False,0,40
2026-01-14 13:58:37.443726,0.0,0.0,False,0,41
2026-01-14 13:58:37.483791,0.0003955078125,0.03955078125,False,1,42
2026-01-14 13:58:37.512408,0.0003955078125,0.03955078125,False,1,43
2026-01-14 13:58:37.538073,0.0,0.0,False,0,44
2026-01-14 13:58:37.583399,0.0077913411458333335,0.7791341145833334,False,15,45
2026-01-14 13:58:37.607393,0.0061214192708333335,0.6121419270833334,False,11,46
2026-01-14 13:58:37.639712,0.045965169270833335,4.596516927083334,False,58,47
2026-01-14 13:58:37.702469,0.08512369791666667,8.512369791666668,True,79,48
2026-01-14 13:58:37.755509,0.08477376302083334,8.477376302083334,True,79,49
2026-01-14 13:58:37.810147,0.13423828125,13.423828125,True,84,50
2026-01-14 13:58:37.887148,0.15603515625,15.603515625,True,86,51
2026-01-14 13:58:37.927657,0.15409830729166665,15.409830729166666,True,85,52
2026-01-14 13:58:37.961845,0.14538248697916667,14.538248697916668,True,87,53
2026-01-14 13:58:38.000014,0.12509440104166666,12.509440104166666,True,71,54
2026-01-14 13:58:38.027686,0.0007356770833333333,0.07356770833333333,False,1,55
2026-01-14 13:58:38.051440,0.0007356770833333333,0.07356770833333333,False,1,56
2026-01-14 13:58:38.090932,0.00041829427083333334,0.041829427083333336,False,1,57
2026-01-14 13:58:38.110311,0.0,0.0,False,0,58
2026-01-14 13:58:38.133505,0.0,0.0,False,0,59
2026-01-14 13:58:38.186199,0.0,0.0,False,0,60
2026-01-14 13:58:38.212178,0.0,0.0,False,0,61
2026-01-14 13:58:38.224656,0.0,0.0,False,0,62
2026-01-14 13:58:38.275600,0.0,0.0,False,0,63
2026-01-14 13:58:38.290034,0.0,0.0,False,0,64
2026-01-14 13:58:38.305379,0.0,0.0,False,0,65
2026-01-14 13:58:38.397214,0.0,0.0,False,0,66
2026-01-14 13:58:38.431650,0.0,0.0,False,0,67
2026-01-14 13:58:38.461161,0.0,0.0,False,0,68
2026-01-14 13:58:38.490696,0.0,0.0,False,0,69
2026-01-14 13:58:38.510481,0.0,0.0,False,0,70
2026-01-14 13:58:38.527648,0.0,0.0,False,0,71
2026-01-14 13:58:38.579476,0.0,0.0,False,0,72
2026-01-14 13:58:38.592989,0.0,0.0,False,0,73
2026-01-14 13:58:38.606517,0.0,0.0,False,0,74
2026-01-14 13:58:38.680221,0.0,0.0,False,0,75
2026-01-14 13:58:38.698211,0.0,0.0,False,0,76
2026-01-14 13:58:38.715159,0.0,0.0,False,0,77
2026-01-14 13:58:38.731441,0.0,0.0,False,0,78
2026-01-14 13:58:38.793051,0.0,0.0,False,0,79
2026-01-14 13:58:38.817938,0.0,0.0,False,0,80
2026-01-14 13:58:38.892586,0.0,0.0,False,0,81
2026-01-14 13:58:38.919350,0.0,0.0,False,0,82
2026-01-14 13:58:38.943471,0.0,0.0,False,0,83
2026-01-14 13:58:38.980631,0.0,0.0,False,0,84
2026-01-14 13:58:38.994598,0.0,0.0,False,0,85
2026-01-14 13:58:39.008869,0.0,0.0,False,0,86
2026-01-14 13:58:39.089689,0.0,0.0,False,0,87
2026-01-14 13:58:39.107278,0.0,0.0,False,0,88
2026-01-14 13:58:39.126178,0.0,0.0,False,0,89
2026-01-14 13:58:39.143981,0.0,0.0,False,0,90
2026-01-14 13:58:39.191592,0.0,0.0,False,0,91
2026-01-14 13:58:39.213388,0.0,0.0,False,0,92
2026-01-14 13:58:39.285764,0.0,0.0,False,0,93
2026-01-14 13:58:39.302555,0.0,0.0,False,0,94
2026-01-14 13:58:39.320121,0.0,0.0,False,0,95
2026-01-14 13:58:39.381426,0.0,0.0,False,0,96
2026-01-14 13:58:39.398617,0.0,0.0,False,0,97
2026-01-14 13:58:39.414766,0.0,0.0,False,0,98
2026-01-14 13:58:39.489329,0.0,0.0,False,0,99
2026-01-14 13:58:39.503405,0.0,0.0,False,0,100
2026-01-14 13:58:39.518827,0.0,0.0,False,0,101
2026-01-14 13:58:39.533011,0.0,0.0,False,0,102
2026-01-14 13:58:39.588413,0.0,0.0,False,0,103
2026-01-14 13:58:39.604230,0.0,0.0,False,0,104
2026-01-14 13:58:39.684089,0.0,0.0,False,0,105
2026-01-14 13:58:39.699802,0.0,0.0,False,0,106
2026-01-14 13:58:39.716939,0.0,0.0,False,0,107
2026-01-14 13:58:39.778340,0.0,0.0,False,0,108
2026-01-14 13:58:39.792772,0.0,0.0,False,0,109
2026-01-14 13:58:39.809426,0.0,0.0,False,0,110
2026-01-14 13:58:39.823320,0.0,0.0,False,0,111
2026-01-14 13:58:39.889813,0.0,0.0,False,0,112
2026-01-14 13:58:39.904077,0.0,0.0,False,0,113
2026-01-14 13:58:39.921408,0.0,0.0,False,0,114
2026-01-14 13:58:39.986810,0.0,0.0,False,0,115
2026-01-14 13:58:40.003166,0.0,0.0,False,0,116
2026-01-14 13:58:40.088369,0.0,0.0,False,0,117
2026-01-14 13:58:40.109571,0.0,0.0,False,0,118
2026-01-14 13:58:40.130747,0.0,0.0,False,0,119
2026-01-14 13:58:40.195553,0.0,0.0,False,0,120
2026-01-14 13:58:40.214401,0.0,0.0,False,0,121
2026-01-14 13:58:40.227405,0.0,0.0,False,0,122
2026-01-14 13:58:40.241515,0.0,0.0,False,0,123
2026-01-14 13:58:40.289979,0.0,0.0,False,0,124
2026-01-14 13:58:40.303303,0.0,0.0,False,0,125
2026-01-14 13:58:40.318087,0.0,0.0,False,0,126
