timestamp,motion_score,motion_percentage,rapid_motion,num_regions,frame_number
2026-01-11 18:49:55.163390,0.0,0.0,False,0,0
2026-01-11 18:49:55.205517,0.0,0.0,False,0,1
2026-01-11 18:49:55.226789,0.0,0.0,False,0,2
2026-01-11 18:49:55.246686,0.0,0.0,False,0,3
2026-01-11 18:49:55.272258,0.0,0.0,False,0,4
2026-01-11 18:49:55.298013,0.0,0.0,False,0,5
2026-01-11 18:49:55.328456,0.30346028645833334,30.346028645833336,True,32,6
2026-01-11 18:49:55.388262,0.0,0.0,False,0,7
2026-01-11 18:49:55.403784,0.1767724609375,17.67724609375,True,85,8
2026-01-11 18:49:55.439324,0.0,0.0,False,0,9
2026-01-11 18:49:55.466633,0.030989583333333334,3.0989583333333335,False,27,10
2026-01-11 18:49:55.483776,0.030989583333333334,3.0989583333333335,False,27,11
2026-01-11 18:49:55.517832,0.007003580729166667,0.7003580729166667,False,10,12
2026-01-11 18:49:55.552194,0.007003580729166667,0.7003580729166667,False,10,13
2026-01-11 18:49:55.576822,0.0,0.0,False,0,14
2026-01-11 18:49:55.600234,0.0,0.0,False,0,15
2026-01-11 18:49:55.649728,0.0166015625,1.66015625,False,10,16
2026-01-11 18:49:55.679075,0.0068538411458333335,0.6853841145833334,False,8,17
2026-01-11 18:49:55.709797,0.023089192708333334,2.3089192708333335,False,12,18
2026-01-11 18:49:55.742394,0.002620442708333333,0.2620442708333333,False,4,19
2026-01-11 18:49:55.766533,0.015275065104166667,1.5275065104166667,False,11,20
2026-01-11 18:49:55.793712,0.0120556640625,1.20556640625,False,10,21
2026-01-11 18:49:55.840271,0.017571614583333332,1.7571614583333333,False,15,22
2026-01-11 18:49:55.872564,0.015808919270833333,1.5808919270833333,False,15,23
2026-01-11 18:49:55.913244,0.01724609375,1.724609375,False,14,24
2026-01-11 18:49:55.937036,0.012854817708333334,1.2854817708333335,False,13,25
2026-01-11 18:49:55.976433,0.024207356770833334,2.4207356770833335,False,16,26
2026-01-11 18:49:56.009966,0.0164208984375,1.6420898437500002,False,13,27
2026-01-11 18:49:56.043641,0.025384114583333332,2.538411458333333,False,18,28
2026-01-11 18:49:56.065636,0.0139599609375,1.39599609375,False,15,29
2026-01-11 18:49:56.107989,0.0148779296875,1.48779296875,False,16,30
2026-01-11 18:49:56.128238,0.010087890625,1.0087890625,False,14,31
2026-01-11 18:49:56.177497,0.0055126953125,0.55126953125,False,7,32
2026-01-11 18:49:56.199508,0.0043896484375,0.43896484375,False,7,33
2026-01-11 18:49:56.232719,0.0032405598958333334,0.3240559895833333,False,5,34
2026-01-11 18:49:56.249493,0.00306640625,0.306640625,False,5,35
2026-01-11 18:49:56.316770,0.0020556640625,0.20556640625,False,2,36
