timestamp,object_id,object_type,zone_name,confidence,x,y,width,height,motion_score
2026-01-11 17:50:49.511313,6,person,Table,0.03726,166,290,67,73,0.16517415364583332
2026-01-11 17:50:49.511617,6,person,Entrance,0.03726,166,290,67,73,0.16517415364583332
2026-01-11 17:50:49.511952,7,person,,0.02562,459,285,68,51,0.16517415364583332
2026-01-11 17:50:49.512338,7,person,Counter,0.02562,459,285,68,51,0.16517415364583332
2026-01-11 17:50:49.512605,7,person,Table,0.02562,459,285,68,51,0.16517415364583332
2026-01-11 17:50:49.512915,8,person,,0.02064,282,227,31,94,0.16517415364583332
2026-01-11 17:50:49.513245,8,person,Table,0.02064,282,227,31,94,0.16517415364583332
2026-01-11 17:50:49.513581,9,person,,0.04323,310,221,77,66,0.16517415364583332
2026-01-11 17:50:49.513899,9,person,Table,0.04323,310,221,77,66,0.16517415364583332
2026-01-11 17:50:49.514259,10,person,,0.05924,149,188,123,119,0.16517415364583332
2026-01-11 17:50:49.514691,10,person,Table,0.05924,149,188,123,119,0.16517415364583332
2026-01-11 17:50:49.515025,10,person,Entrance,0.05924,149,188,123,119,0.16517415364583332
2026-01-11 17:50:49.515372,11,person,,0.14253,226,144,157,85,0.16517415364583332
2026-01-11 17:50:49.515705,11,person,Table,0.14253,226,144,157,85,0.16517415364583332
2026-01-11 17:50:49.515977,11,person,Entrance,0.14253,226,144,157,85,0.16517415364583332
2026-01-11 17:50:49.516192,12,person,,0.03131,135,87,71,55,0.16517415364583332
2026-01-11 17:50:49.516467,12,person,Table,0.03131,135,87,71,55,0.16517415364583332
2026-01-11 17:50:49.516679,12,person,Entrance,0.03131,135,87,71,55,0.16517415364583332
2026-01-11 17:50:49.516899,13,person,,0.02218,121,0,62,38,0.16517415364583332
2026-01-11 17:50:49.560096,1,person,,0.03515,247,141,120,33,0.018639322916666666
2026-01-11 17:50:49.560528,1,person,Table,0.03515,247,141,120,33,0.018639322916666666
2026-01-11 17:50:49.560864,1,person,Entrance,0.03515,247,141,120,33,0.018639322916666666
2026-01-11 17:50:49.581492,1,person,,0.03515,247,141,120,33,0.018639322916666666
2026-01-11 17:50:49.582666,1,person,Table,0.03515,247,141,120,33,0.018639322916666666
2026-01-11 17:50:49.583563,1,person,Entrance,0.03515,247,141,120,33,0.018639322916666666
2026-01-11 17:50:49.646580,1,person,,0.0221,324,238,82,30,0.0409521484375
2026-01-11 17:50:49.647626,1,person,Table,0.0221,324,238,82,30,0.0409521484375
2026-01-11 17:50:49.648390,2,person,,0.11578,230,137,156,67,0.0409521484375
2026-01-11 17:50:49.649275,2,person,Table,0.11578,230,137,156,67,0.0409521484375
2026-01-11 17:50:49.651199,2,person,Entrance,0.11578,230,137,156,67,0.0409521484375
2026-01-11 17:50:49.684092,1,person,,0.0221,324,238,82,30,0.0409521484375
2026-01-11 17:50:49.685487,1,person,Table,0.0221,324,238,82,30,0.0409521484375
2026-01-11 17:50:49.686477,2,person,,0.11578,230,137,156,67,0.0409521484375
2026-01-11 17:50:49.687184,2,person,Table,0.11578,230,137,156,67,0.0409521484375
2026-01-11 17:50:49.687905,2,person,Entrance,0.11578,230,137,156,67,0.0409521484375
2026-01-11 17:50:49.710834,1,person,,0.02004,258,391,70,49,0.03144856770833333
2026-01-11 17:50:49.711644,1,person,Counter,0.02004,258,391,70,49,0.03144856770833333
2026-01-11 17:50:49.712330,2,person,,0.08641,252,133,136,67,0.03144856770833333
2026-01-11 17:50:49.713012,2,person,Table,0.08641,252,133,136,67,0.03144856770833333
2026-01-11 17:50:49.740031,1,person,,0.02004,258,391,70,49,0.03144856770833333
2026-01-11 17:50:49.741138,1,person,Counter,0.02004,258,391,70,49,0.03144856770833333
2026-01-11 17:50:49.742224,2,person,,0.08641,252,133,136,67,0.03144856770833333
2026-01-11 17:50:49.743150,2,person,Table,0.08641,252,133,136,67,0.03144856770833333
2026-01-11 17:50:49.776999,1,person,,0.02537,254,388,74,52,0.05843587239583333
2026-01-11 17:50:49.777695,1,person,Counter,0.02537,254,388,74,52,0.05843587239583333
2026-01-11 17:50:49.778654,2,person,,0.06508,286,217,79,98,0.05843587239583333
2026-01-11 17:50:49.779756,2,person,Table,0.06508,286,217,79,98,0.05843587239583333
2026-01-11 17:50:49.780736,3,person,,0.02684,211,213,74,54,0.05843587239583333
2026-01-11 17:50:49.781693,3,person,Table,0.02684,211,213,74,54,0.05843587239583333
2026-01-11 17:50:49.782412,3,person,Entrance,0.02684,211,213,74,54,0.05843587239583333
2026-01-11 17:50:49.783239,4,person,,0.11031,248,130,142,99,0.05843587239583333
2026-01-11 17:50:49.784561,4,person,Table,0.11031,248,130,142,99,0.05843587239583333
2026-01-11 17:50:49.785318,4,person,Entrance,0.11031,248,130,142,99,0.05843587239583333
2026-01-11 17:50:49.843629,1,person,,0.02264,261,390,68,49,0.05772786458333334
2026-01-11 17:50:49.844550,1,person,Counter,0.02264,261,390,68,49,0.05772786458333334
2026-01-11 17:50:49.845713,2,person,,0.02309,196,272,40,115,0.05772786458333334
2026-01-11 17:50:49.846589,2,person,Counter,0.02309,196,272,40,115,0.05772786458333334
2026-01-11 17:50:49.847345,2,person,Table,0.02309,196,272,40,115,0.05772786458333334
2026-01-11 17:50:49.848134,2,person,Entrance,0.02309,196,272,40,115,0.05772786458333334
2026-01-11 17:50:49.848623,3,person,,0.03962,326,228,96,154,0.05772786458333334
2026-01-11 17:50:49.849567,3,person,Counter,0.03962,326,228,96,154,0.05772786458333334
2026-01-11 17:50:49.850574,3,person,Table,0.03962,326,228,96,154,0.05772786458333334
2026-01-11 17:50:49.851521,4,person,,0.05672,288,215,51,95,0.05772786458333334
2026-01-11 17:50:49.852347,4,person,Table,0.05672,288,215,51,95,0.05772786458333334
2026-01-11 17:50:49.853058,5,person,,0.02825,214,213,77,49,0.05772786458333334
2026-01-11 17:50:49.854010,5,person,Table,0.02825,214,213,77,49,0.05772786458333334
2026-01-11 17:50:49.854701,5,person,Entrance,0.02825,214,213,77,49,0.05772786458333334
2026-01-11 17:50:49.855431,6,person,,0.04489,313,138,81,64,0.05772786458333334
2026-01-11 17:50:49.856191,6,person,Table,0.04489,313,138,81,64,0.05772786458333334
2026-01-11 17:50:49.856835,7,person,,0.02792,256,127,83,43,0.05772786458333334
2026-01-11 17:50:49.857572,7,person,Table,0.02792,256,127,83,43,0.05772786458333334
2026-01-11 17:50:49.858196,8,person,,0.0243,159,116,40,104,0.05772786458333334
2026-01-11 17:50:49.859035,8,person,Table,0.0243,159,116,40,104,0.05772786458333334
2026-01-11 17:50:49.859618,8,person,Entrance,0.0243,159,116,40,104,0.05772786458333334
2026-01-11 17:50:49.914638,1,person,,0.03312,389,363,181,39,0.07987141927083333
2026-01-11 17:50:49.915083,1,person,Counter,0.03312,389,363,181,39,0.07987141927083333
2026-01-11 17:50:49.915561,2,person,,0.02466,296,343,76,47,0.07987141927083333
2026-01-11 17:50:49.915922,2,person,Counter,0.02466,296,343,76,47,0.07987141927083333
2026-01-11 17:50:49.916346,3,person,,0.03086,378,319,137,45,0.07987141927083333
2026-01-11 17:50:49.916741,3,person,Counter,0.03086,378,319,137,45,0.07987141927083333
2026-01-11 17:50:49.917382,3,person,Table,0.03086,378,319,137,45,0.07987141927083333
2026-01-11 17:50:49.918909,4,person,,0.06446,68,279,169,150,0.07987141927083333
2026-01-11 17:50:49.919940,4,person,Counter,0.06446,68,279,169,150,0.07987141927083333
2026-01-11 17:50:49.920823,4,person,Table,0.06446,68,279,169,150,0.07987141927083333
2026-01-11 17:50:49.922044,4,person,Entrance,0.06446,68,279,169,150,0.07987141927083333
2026-01-11 17:50:49.923054,5,person,,0.02945,371,228,56,114,0.07987141927083333
2026-01-11 17:50:49.923745,5,person,Counter,0.02945,371,228,56,114,0.07987141927083333
2026-01-11 17:50:49.924218,5,person,Table,0.02945,371,228,56,114,0.07987141927083333
2026-01-11 17:50:49.924606,6,person,,0.09035,286,215,61,141,0.07987141927083333
2026-01-11 17:50:49.925126,6,person,Counter,0.09035,286,215,61,141,0.07987141927083333
2026-01-11 17:50:49.926029,6,person,Table,0.09035,286,215,61,141,0.07987141927083333
2026-01-11 17:50:49.926770,7,person,,0.03008,202,186,91,75,0.07987141927083333
2026-01-11 17:50:49.927289,7,person,Table,0.03008,202,186,91,75,0.07987141927083333
2026-01-11 17:50:49.928165,7,person,Entrance,0.03008,202,186,91,75,0.07987141927083333
2026-01-11 17:50:49.928750,8,person,,0.0417,340,141,58,62,0.07987141927083333
2026-01-11 17:50:49.929508,8,person,Table,0.0417,340,141,58,62,0.07987141927083333
2026-01-11 17:50:49.930169,9,person,,0.04095,163,97,52,167,0.07987141927083333
2026-01-11 17:50:49.930905,9,person,Table,0.04095,163,97,52,167,0.07987141927083333
2026-01-11 17:50:49.931621,9,person,Entrance,0.04095,163,97,52,167,0.07987141927083333
2026-01-11 17:50:49.957421,1,person,,0.03131,389,363,181,39,0.05760904947916667
2026-01-11 17:50:49.957810,1,person,Counter,0.03131,389,363,181,39,0.05760904947916667
2026-01-11 17:50:49.958333,2,person,,0.02899,371,322,144,42,0.05760904947916667
2026-01-11 17:50:49.959515,2,person,Counter,0.02899,371,322,144,42,0.05760904947916667
2026-01-11 17:50:49.961054,2,person,Table,0.02899,371,322,144,42,0.05760904947916667
2026-01-11 17:50:49.962426,3,person,,0.06136,68,282,169,147,0.05760904947916667
2026-01-11 17:50:49.963802,3,person,Counter,0.06136,68,282,169,147,0.05760904947916667
2026-01-11 17:50:49.964531,3,person,Table,0.06136,68,282,169,147,0.05760904947916667
2026-01-11 17:50:49.965179,3,person,Entrance,0.06136,68,282,169,147,0.05760904947916667
2026-01-11 17:50:49.965905,4,person,,0.03837,290,243,55,66,0.05760904947916667
2026-01-11 17:50:49.966837,4,person,Table,0.03837,290,243,55,66,0.05760904947916667
2026-01-11 17:50:49.992767,1,person,,0.02417,297,340,77,55,0.059490559895833336
2026-01-11 17:50:49.994253,1,person,Counter,0.02417,297,340,77,55,0.059490559895833336
2026-01-11 17:50:49.995570,1,person,Table,0.02417,297,340,77,55,0.059490559895833336
2026-01-11 17:50:49.996648,2,person,,0.03439,173,228,63,160,0.059490559895833336
2026-01-11 17:50:49.997446,2,person,Counter,0.03439,173,228,63,160,0.059490559895833336
2026-01-11 17:50:49.998061,2,person,Table,0.03439,173,228,63,160,0.059490559895833336
2026-01-11 17:50:49.998834,2,person,Entrance,0.03439,173,228,63,160,0.059490559895833336
2026-01-11 17:50:49.999463,3,person,,0.03211,372,226,59,116,0.059490559895833336
2026-01-11 17:50:50.000733,3,person,Counter,0.03211,372,226,59,116,0.059490559895833336
2026-01-11 17:50:50.002103,3,person,Table,0.03211,372,226,59,116,0.059490559895833336
2026-01-11 17:50:50.003213,4,person,,0.0847,243,214,106,112,0.059490559895833336
2026-01-11 17:50:50.004190,4,person,Table,0.0847,243,214,106,112,0.059490559895833336
2026-01-11 17:50:50.004973,4,person,Entrance,0.0847,243,214,106,112,0.059490559895833336
2026-01-11 17:50:50.005514,5,person,,0.0369,342,147,59,56,0.059490559895833336
2026-01-11 17:50:50.006228,5,person,Table,0.0369,342,147,59,56,0.059490559895833336
2026-01-11 17:50:50.006889,6,person,,0.03415,167,97,42,131,0.059490559895833336
2026-01-11 17:50:50.008465,6,person,Table,0.03415,167,97,42,131,0.059490559895833336
2026-01-11 17:50:50.010278,6,person,Entrance,0.03415,167,97,42,131,0.059490559895833336
2026-01-11 17:50:50.053800,1,person,,0.03128,176,238,60,150,0.05195638020833333
2026-01-11 17:50:50.054595,1,person,Counter,0.03128,176,238,60,150,0.05195638020833333
2026-01-11 17:50:50.055512,1,person,Table,0.03128,176,238,60,150,0.05195638020833333
2026-01-11 17:50:50.056694,1,person,Entrance,0.03128,176,238,60,150,0.05195638020833333
2026-01-11 17:50:50.057399,2,person,,0.02721,373,228,58,93,0.05195638020833333
2026-01-11 17:50:50.058248,2,person,Table,0.02721,373,228,58,93,0.05195638020833333
2026-01-11 17:50:50.058885,3,person,,0.08141,244,215,105,110,0.05195638020833333
2026-01-11 17:50:50.060067,3,person,Table,0.08141,244,215,105,110,0.05195638020833333
2026-01-11 17:50:50.060896,3,person,Entrance,0.08141,244,215,105,110,0.05195638020833333
2026-01-11 17:50:50.061587,4,person,,0.03491,347,147,54,56,0.05195638020833333
2026-01-11 17:50:50.062205,4,person,Table,0.03491,347,147,54,56,0.05195638020833333
2026-01-11 17:50:50.062794,5,person,,0.02136,169,128,36,100,0.05195638020833333
2026-01-11 17:50:50.063524,5,person,Table,0.02136,169,128,36,100,0.05195638020833333
2026-01-11 17:50:50.063995,5,person,Entrance,0.02136,169,128,36,100,0.05195638020833333
2026-01-11 17:50:50.093110,1,person,,0.08074,249,214,107,108,0.05108723958333333
2026-01-11 17:50:50.094569,1,person,Table,0.08074,249,214,107,108,0.05108723958333333
2026-01-11 17:50:50.095856,1,person,Entrance,0.08074,249,214,107,108,0.05108723958333333
2026-01-11 17:50:50.096720,2,person,,0.03296,366,206,72,91,0.05108723958333333
2026-01-11 17:50:50.098192,2,person,Table,0.03296,366,206,72,91,0.05108723958333333
2026-01-11 17:50:50.099534,3,person,,0.03701,350,147,54,58,0.05108723958333333
2026-01-11 17:50:50.100721,3,person,Table,0.03701,350,147,54,58,0.05108723958333333
2026-01-11 17:50:50.101747,4,person,,0.02189,170,125,35,100,0.05108723958333333
2026-01-11 17:50:50.102642,4,person,Table,0.02189,170,125,35,100,0.05108723958333333
2026-01-11 17:50:50.103356,4,person,Entrance,0.02189,170,125,35,100,0.05108723958333333
2026-01-11 17:50:50.130182,1,person,,0.05049,290,239,66,83,0.039091796875
2026-01-11 17:50:50.130971,1,person,Table,0.05049,290,239,66,83,0.039091796875
2026-01-11 17:50:50.131613,2,person,,0.02465,249,214,99,41,0.039091796875
2026-01-11 17:50:50.132627,2,person,Table,0.02465,249,214,99,41,0.039091796875
2026-01-11 17:50:50.133589,2,person,Entrance,0.02465,249,214,99,41,0.039091796875
2026-01-11 17:50:50.134239,3,person,,0.02849,366,206,72,91,0.039091796875
2026-01-11 17:50:50.135662,3,person,Table,0.02849,366,206,72,91,0.039091796875
2026-01-11 17:50:50.136426,4,person,,0.03352,353,147,51,53,0.039091796875
2026-01-11 17:50:50.137926,4,person,Table,0.03352,353,147,51,53,0.039091796875
2026-01-11 17:50:50.164698,1,person,,0.08535,269,213,111,127,0.04985514322916667
2026-01-11 17:50:50.165381,1,person,Counter,0.08535,269,213,111,127,0.04985514322916667
2026-01-11 17:50:50.166008,1,person,Table,0.08535,269,213,111,127,0.04985514322916667
2026-01-11 17:50:50.166547,2,person,,0.03658,376,206,67,141,0.04985514322916667
2026-01-11 17:50:50.167016,2,person,Counter,0.03658,376,206,67,141,0.04985514322916667
2026-01-11 17:50:50.168007,2,person,Table,0.03658,376,206,67,141,0.04985514322916667
2026-01-11 17:50:50.168965,3,person,,0.02234,370,146,36,54,0.04985514322916667
2026-01-11 17:50:50.169923,3,person,Table,0.02234,370,146,36,54,0.04985514322916667
2026-01-11 17:50:50.197519,1,person,,0.05415,277,213,85,83,0.031376953125
2026-01-11 17:50:50.198309,1,person,Table,0.05415,277,213,85,83,0.031376953125
2026-01-11 17:50:50.228351,1,person,,0.0257,345,359,54,58,0.05486653645833333
2026-01-11 17:50:50.229280,1,person,Counter,0.0257,345,359,54,58,0.05486653645833333
2026-01-11 17:50:50.230205,2,person,,0.02731,271,270,64,70,0.05486653645833333
2026-01-11 17:50:50.231290,2,person,Counter,0.02731,271,270,64,70,0.05486653645833333
2026-01-11 17:50:50.232084,2,person,Table,0.02731,271,270,64,70,0.05486653645833333
2026-01-11 17:50:50.232851,3,person,,0.03232,390,207,57,101,0.05486653645833333
2026-01-11 17:50:50.233540,3,person,Table,0.03232,390,207,57,101,0.05486653645833333
2026-01-11 17:50:50.234517,4,person,,0.08145,317,146,93,152,0.05486653645833333
2026-01-11 17:50:50.235602,4,person,Table,0.08145,317,146,93,152,0.05486653645833333
2026-01-11 17:50:50.236576,5,person,,0.0538,172,139,69,208,0.05486653645833333
2026-01-11 17:50:50.237484,5,person,Counter,0.0538,172,139,69,208,0.05486653645833333
2026-01-11 17:50:50.238177,5,person,Table,0.0538,172,139,69,208,0.05486653645833333
2026-01-11 17:50:50.239263,5,person,Entrance,0.0538,172,139,69,208,0.05486653645833333
2026-01-11 17:50:50.266421,1,person,,0.02207,345,363,54,54,0.04160481770833333
2026-01-11 17:50:50.266993,1,person,Counter,0.02207,345,363,54,54,0.04160481770833333
2026-01-11 17:50:50.267558,2,person,,0.03674,176,226,65,121,0.04160481770833333
2026-01-11 17:50:50.268601,2,person,Counter,0.03674,176,226,65,121,0.04160481770833333
2026-01-11 17:50:50.269603,2,person,Table,0.03674,176,226,65,121,0.04160481770833333
2026-01-11 17:50:50.270558,2,person,Entrance,0.03674,176,226,65,121,0.04160481770833333
2026-01-11 17:50:50.271250,3,person,,0.02571,392,207,55,101,0.04160481770833333
2026-01-11 17:50:50.272130,3,person,Table,0.02571,392,207,55,101,0.04160481770833333
2026-01-11 17:50:50.273440,4,person,,0.04768,318,188,70,110,0.04160481770833333
2026-01-11 17:50:50.274641,4,person,Table,0.04768,318,188,70,110,0.04160481770833333
2026-01-11 17:50:50.301596,1,person,,0.05799,343,347,153,74,0.05800455729166667
2026-01-11 17:50:50.302030,1,person,Counter,0.05799,343,347,153,74,0.05800455729166667
2026-01-11 17:50:50.302612,2,person,,0.02394,393,236,59,71,0.05800455729166667
2026-01-11 17:50:50.303525,2,person,Table,0.02394,393,236,59,71,0.05800455729166667
2026-01-11 17:50:50.304006,3,person,,0.07351,318,149,94,151,0.05800455729166667
2026-01-11 17:50:50.305086,3,person,Table,0.07351,318,149,94,151,0.05800455729166667
2026-01-11 17:50:50.305598,4,person,,0.06704,172,133,70,232,0.05800455729166667
2026-01-11 17:50:50.306179,4,person,Counter,0.06704,172,133,70,232,0.05800455729166667
2026-01-11 17:50:50.306662,4,person,Table,0.06704,172,133,70,232,0.05800455729166667
2026-01-11 17:50:50.307080,4,person,Entrance,0.06704,172,133,70,232,0.05800455729166667
2026-01-11 17:50:50.335689,1,person,,0.05553,344,347,152,79,0.05222330729166667
2026-01-11 17:50:50.337030,1,person,Counter,0.05553,344,347,152,79,0.05222330729166667
2026-01-11 17:50:50.338777,2,person,,0.02121,211,169,42,59,0.05222330729166667
2026-01-11 17:50:50.340077,2,person,Table,0.02121,211,169,42,59,0.05222330729166667
2026-01-11 17:50:50.341409,2,person,Entrance,0.02121,211,169,42,59,0.05222330729166667
2026-01-11 17:50:50.342363,3,person,,0.06889,318,149,94,151,0.05222330729166667
2026-01-11 17:50:50.343543,3,person,Table,0.06889,318,149,94,151,0.05222330729166667
2026-01-11 17:50:50.345415,4,person,,0.05868,173,135,69,223,0.05222330729166667
2026-01-11 17:50:50.346572,4,person,Counter,0.05868,173,135,69,223,0.05222330729166667
2026-01-11 17:50:50.347531,4,person,Table,0.05868,173,135,69,223,0.05222330729166667
2026-01-11 17:50:50.348526,4,person,Entrance,0.05868,173,135,69,223,0.05222330729166667
2026-01-11 17:50:50.381080,1,person,,0.04001,345,343,122,81,0.046848958333333336
2026-01-11 17:50:50.381790,1,person,Counter,0.04001,345,343,122,81,0.046848958333333336
2026-01-11 17:50:50.382853,2,person,,0.05572,321,178,93,122,0.046848958333333336
2026-01-11 17:50:50.383564,2,person,Table,0.05572,321,178,93,122,0.046848958333333336
2026-01-11 17:50:50.383965,3,person,,0.04151,176,140,66,173,0.046848958333333336
2026-01-11 17:50:50.384360,3,person,Table,0.04151,176,140,66,173,0.046848958333333336
2026-01-11 17:50:50.384683,3,person,Entrance,0.04151,176,140,66,173,0.046848958333333336
2026-01-11 17:50:50.409324,1,person,,0.03665,361,343,111,76,0.0427294921875
2026-01-11 17:50:50.410499,1,person,Counter,0.03665,361,343,111,76,0.0427294921875
2026-01-11 17:50:50.411872,2,person,,0.05384,321,178,93,122,0.0427294921875
2026-01-11 17:50:50.413056,2,person,Table,0.05384,321,178,93,122,0.0427294921875
2026-01-11 17:50:50.414053,3,person,,0.02039,215,172,42,60,0.0427294921875
2026-01-11 17:50:50.414787,3,person,Table,0.02039,215,172,42,60,0.0427294921875
2026-01-11 17:50:50.415301,3,person,Entrance,0.02039,215,172,42,60,0.0427294921875
2026-01-11 17:50:50.415632,4,person,,0.03079,177,142,53,151,0.0427294921875
2026-01-11 17:50:50.415955,4,person,Table,0.03079,177,142,53,151,0.0427294921875
2026-01-11 17:50:50.416211,4,person,Entrance,0.03079,177,142,53,151,0.0427294921875
2026-01-11 17:50:50.445531,1,person,,0.02782,323,229,67,71,0.03289713541666667
2026-01-11 17:50:50.446203,1,person,Table,0.02782,323,229,67,71,0.03289713541666667
2026-01-11 17:50:50.446736,2,person,,0.03307,178,184,79,106,0.03289713541666667
2026-01-11 17:50:50.447477,2,person,Table,0.03307,178,184,79,106,0.03289713541666667
2026-01-11 17:50:50.448388,2,person,Entrance,0.03307,178,184,79,106,0.03289713541666667
2026-01-11 17:50:50.449047,3,person,,0.02532,335,156,80,83,0.03289713541666667
2026-01-11 17:50:50.450083,3,person,Table,0.02532,335,156,80,83,0.03289713541666667
2026-01-11 17:50:50.479574,1,person,,0.02587,323,225,60,75,0.025699869791666666
2026-01-11 17:50:50.481162,1,person,Table,0.02587,323,225,60,75,0.025699869791666666
2026-01-11 17:50:50.482774,2,person,,0.02806,178,189,79,100,0.025699869791666666
2026-01-11 17:50:50.484151,2,person,Table,0.02806,178,189,79,100,0.025699869791666666
2026-01-11 17:50:50.485777,2,person,Entrance,0.02806,178,189,79,100,0.025699869791666666
2026-01-11 17:50:50.527130,1,person,,0.03248,340,157,75,108,0.027994791666666668
2026-01-11 17:50:50.527762,1,person,Table,0.03248,340,157,75,108,0.027994791666666668
2026-01-11 17:50:50.575537,1,person,,0.02782,186,178,70,105,0.021940104166666665
2026-01-11 17:50:50.576243,1,person,Table,0.02782,186,178,70,105,0.021940104166666665
2026-01-11 17:50:50.577383,1,person,Entrance,0.02782,186,178,70,105,0.021940104166666665
2026-01-11 17:50:50.578590,2,person,,0.0398,356,155,59,145,0.021940104166666665
2026-01-11 17:50:50.580557,2,person,Table,0.0398,356,155,59,145,0.021940104166666665
2026-01-11 17:50:50.621174,1,person,,0.02247,186,186,70,74,0.020916341145833333
2026-01-11 17:50:50.623160,1,person,Table,0.02247,186,186,70,74,0.020916341145833333
2026-01-11 17:50:50.624779,1,person,Entrance,0.02247,186,186,70,74,0.020916341145833333
2026-01-11 17:50:50.625747,2,person,,0.03888,357,155,58,145,0.020916341145833333
2026-01-11 17:50:50.626899,2,person,Table,0.03888,357,155,58,145,0.020916341145833333
2026-01-11 17:50:50.668614,1,person,,0.04534,343,153,74,147,0.017060546875
2026-01-11 17:50:50.669889,1,person,Table,0.04534,343,153,74,147,0.017060546875
2026-01-11 17:50:50.700985,1,person,,0.04095,343,172,74,128,0.013645833333333333
2026-01-11 17:50:50.701969,1,person,Table,0.04095,343,172,74,128,0.013645833333333333
2026-01-11 17:50:50.724915,1,person,,0.04745,362,151,56,148,0.022822265625
2026-01-11 17:50:50.725464,1,person,Table,0.04745,362,151,56,148,0.022822265625
2026-01-11 17:50:50.758203,1,person,,0.04073,362,158,56,140,0.015598958333333333
2026-01-11 17:50:50.760440,1,person,Table,0.04073,362,158,56,140,0.015598958333333333
2026-01-11 17:50:50.791253,1,person,,0.05507,343,155,77,145,0.0208740234375
2026-01-11 17:50:50.792022,1,person,Table,0.05507,343,155,77,145,0.0208740234375
2026-01-11 17:50:50.811282,1,person,,0.02969,345,209,67,91,0.01623046875
2026-01-11 17:50:50.811673,1,person,Table,0.02969,345,209,67,91,0.01623046875
2026-01-11 17:50:50.811995,2,person,,0.02122,367,155,53,57,0.01623046875
2026-01-11 17:50:50.812449,2,person,Table,0.02122,367,155,53,57,0.01623046875
2026-01-11 17:50:50.847096,1,person,,0.02302,362,208,36,90,0.0275634765625
2026-01-11 17:50:50.847840,1,person,Table,0.02302,362,208,36,90,0.0275634765625
2026-01-11 17:50:50.848712,2,person,,0.02595,367,150,55,63,0.0275634765625
2026-01-11 17:50:50.849910,2,person,Table,0.02595,367,150,55,63,0.0275634765625
